DutyID;Paid time or cost of duty;Trips;Car travels
22492;490;"45, 77, 61, 62, ";"2235, 2526, 6400, 6405, "
22493;415;"45, 77, 79, ";"2235, 2526, 6408, 3084, "
22494;412;"45, 77, 79, 80, ";"2235, 2526, 6408, "
22495;430;"45, 77, 109, ";"2235, 2526, 6423, 3099, "
22496;520;"45, 77, 109, 110, ";"2235, 2526, 6423, 6428, "
22497;520;"45, 77, 109, 110, 111, ";"2235, 2526, 6423, "
22498;374;"45, 77, 125, ";"2235, 2526, 6863, "
22499;444;"45, 77, 125, 126, ";"2235, 2526, 6863, 3215, "
22500;444;"45, 77, 126, ";"2235, 2526, 3215, "
22501;469;"45, 77, 126, 127, ";"2235, 2526, "
22504;469;"45, 77, 28, 29, 127, ";"2235, 2526, 6374, "
22505;482;"45, 77, 28, 29, 127, 128, ";"2235, 2526, 6374, 6445, "
22506;469;"45, 77, 29, 127, ";"2235, 2526, "
22507;482;"45, 77, 29, 127, 128, ";"2235, 2526, 6445, "
22508;520;"45, 77, 29, 30, 31, 110, ";"2235, 2526, 6428, "
22509;520;"45, 77, 29, 30, 31, 110, 111, ";"2235, 2526, "
22510;520;"45, 77, 29, 30, 31, 111, ";"2235, 2526, "
22511;520;"45, 77, 29, 30, 31, 32, 111, ";"2235, 2526, "
22512;520;"45, 77, 30, 31, 110, ";"2235, 2526, 6389, 6428, "
22513;520;"45, 77, 30, 31, 110, 111, ";"2235, 2526, 6389, "
22514;520;"45, 77, 30, 31, 111, ";"2235, 2526, 6389, "
22515;520;"45, 77, 30, 31, 32, 111, ";"2235, 2526, 6389, "
22516;505;"45, 77, 61, 32, ";"2235, 2526, 6400, 6386, "
22517;412;"45, 77, 61, 80, ";"2235, 2526, 6400, "
22518;502;"45, 77, 61, 80, 81, ";"2235, 2526, 6400, 6483, "
22519;529;"45, 77, 61, 80, 81, 82, ";"2235, 2526, 6400, "
22520;520;"45, 77, 61, 110, ";"2235, 2526, 6400, 6428, "
22521;520;"45, 77, 61, 110, 111, ";"2235, 2526, 6400, "
22522;520;"45, 77, 61, 111, ";"2235, 2526, 6400, "
22523;520;"45, 77, 61, 62, 111, ";"2235, 2526, 6400, "
22524;505;"45, 77, 79, 32, ";"2235, 2526, 6408, 6386, "
22525;520;"45, 77, 79, 110, ";"2235, 2526, 6408, 6428, "
22526;520;"45, 77, 79, 110, 111, ";"2235, 2526, 6408, "
22527;520;"45, 77, 79, 111, ";"2235, 2526, 6408, "
22528;422;"45, 77, 125, 31, ";"2235, 2526, 6863, 6393, "
22529;505;"45, 77, 125, 31, 32, ";"2235, 2526, 6863, 6386, "
22530;529;"45, 77, 125, 126, 82, ";"2235, 2526, 6863, "
22531;529;"45, 77, 126, 82, ";"2235, 2526, "
22536;520;"45, 77, 126, 127, 128, 111, ";"2235, 2526, "
22538;429;"45, 77, 29, 30, 31, ";"2235, 2526, 6529, "
22539;489;"45, 77, 126, 127, 128, ";"2235, 2526, 6994, "
22540;529;"45, 77, 30, 81, 82, ";"2235, 2526, 6532, "
22541;529;"45, 77, 125, 81, 82, ";"2235, 2526, 7005, "
22542;365;"45, 77, 28, ";"2235, "
22543;384;"45, 77, 28, 29, ";"2235, 3130, "
22544;400;"45, 77, 61, ";"2235, 3066, "
22545;490;"45, 77, 61, 62, ";"2235, 6405, "
22546;415;"45, 77, 79, ";"2235, 3084, "
22547;412;"45, 77, 79, 80, ";"2235, "
22548;430;"45, 77, 109, ";"2235, 3099, "
22549;520;"45, 77, 109, 110, ";"2235, 6428, "
22550;520;"45, 77, 109, 110, 111, ";"2235, "
22551;365;"45, 77, 124, ";"2235, 3079, "
22552;365;"45, 77, 124, 125, ";"2235, "
22553;365;"45, 77, 125, ";"2235, "
22554;444;"45, 77, 125, 126, ";"2235, 3215, "
22555;469;"45, 77, 28, 29, 127, ";"2235, "
22556;482;"45, 77, 28, 29, 127, 128, ";"2235, 6445, "
22557;505;"45, 77, 61, 32, ";"2235, 6386, "
22558;412;"45, 77, 61, 80, ";"2235, "
22559;502;"45, 77, 61, 80, 81, ";"2235, 6483, "
22560;529;"45, 77, 61, 80, 81, 82, ";"2235, "
22561;520;"45, 77, 61, 110, ";"2235, 6428, "
22562;520;"45, 77, 61, 110, 111, ";"2235, "
22563;520;"45, 77, 61, 111, ";"2235, "
22564;520;"45, 77, 61, 62, 111, ";"2235, "
22565;505;"45, 77, 79, 32, ";"2235, 6386, "
22566;520;"45, 77, 79, 110, ";"2235, 6428, "
22567;520;"45, 77, 79, 110, 111, ";"2235, "
22568;520;"45, 77, 79, 111, ";"2235, "
22571;412;"45, 77, 124, 80, ";"2235, "
22572;422;"45, 77, 125, 31, ";"2235, 6393, "
22573;505;"45, 77, 125, 31, 32, ";"2235, 6386, "
22575;529;"45, 77, 125, 81, 82, ";"2235, "
22576;529;"45, 77, 125, 126, 82, ";"2235, "
22577;497;"45, 77, 124, 62, ";"2235, 6586, "
22578;509;"45, 77, 125, 81, ";"2235, 7053, "
22579;299;"45, 96, 27, ";"2235, 3148, 2775, "
22580;296;"45, 96, 27, 28, ";"2235, 3148, "
22581;296;"45, 96, 28, ";"2235, 6374, "
22582;384;"45, 96, 28, 29, ";"2235, 6374, 3130, "
22583;314;"45, 96, 60, ";"2235, 3153, 2789, "
22584;400;"45, 96, 60, 61, ";"2235, 3153, 3066, "
22585;329;"45, 96, 78, ";"2235, 3159, 2801, "
22586;415;"45, 96, 78, 79, ";"2235, 3159, 3084, "
22587;412;"45, 96, 78, 79, 80, ";"2235, 3159, "
22588;344;"45, 96, 108, ";"2235, 6415, 3075, "
22589;430;"45, 96, 108, 109, ";"2235, 6415, 3099, "
22590;359;"45, 96, 124, ";"2235, 6434, 3079, "
22591;356;"45, 96, 124, 125, ";"2235, 6434, "
22592;400;"45, 96, 27, 61, ";"2235, 3148, 3066, "
22593;415;"45, 96, 27, 79, ";"2235, 3148, 3084, "
22594;412;"45, 96, 27, 79, 80, ";"2235, 3148, "
22595;412;"45, 96, 27, 80, ";"2235, 3148, "
22596;356;"45, 96, 27, 125, ";"2235, 3148, "
22597;469;"45, 96, 28, 29, 127, ";"2235, 6374, "
22598;482;"45, 96, 28, 29, 127, 128, ";"2235, 6374, 6445, "
22599;415;"45, 96, 60, 79, ";"2235, 3153, 3084, "
22600;412;"45, 96, 60, 79, 80, ";"2235, 3153, "
22601;412;"45, 96, 60, 80, ";"2235, 3153, "
22602;430;"45, 96, 60, 109, ";"2235, 3153, 3099, "
22603;356;"45, 96, 60, 125, ";"2235, 3153, "
22604;412;"45, 96, 60, 61, 80, ";"2235, 3153, "
22605;430;"45, 96, 78, 109, ";"2235, 3159, 3099, "
22606;356;"45, 96, 78, 125, ";"2235, 3159, "
22607;444;"45, 96, 78, 125, 126, ";"2235, 3159, 3215, "
22608;412;"45, 96, 108, 80, ";"2235, 6415, "
22609;356;"45, 96, 108, 125, ";"2235, 6415, "
22610;444;"45, 96, 108, 125, 126, ";"2235, 6415, 3215, "
22611;412;"45, 96, 124, 80, ";"2235, 6434, "
22612;306;"45, 96, 27, ";"2235, 2897, 2775, "
22613;306;"45, 96, 27, 28, ";"2235, 2897, "
22614;306;"45, 96, 28, ";"2235, 2897, "
22615;384;"45, 96, 28, 29, ";"2235, 2897, 3130, "
22616;314;"45, 96, 60, ";"2235, 2897, 2789, "
22617;400;"45, 96, 60, 61, ";"2235, 2897, 3066, "
22618;329;"45, 96, 78, ";"2235, 2897, 2801, "
22619;415;"45, 96, 78, 79, ";"2235, 2897, 3084, "
22620;412;"45, 96, 78, 79, 80, ";"2235, 2897, "
22621;344;"45, 96, 108, ";"2235, 2897, 3075, "
22622;430;"45, 96, 108, 109, ";"2235, 2897, 3099, "
22623;359;"45, 96, 124, ";"2235, 2897, 3079, "
22624;356;"45, 96, 124, 125, ";"2235, 2897, "
22625;400;"45, 96, 27, 61, ";"2235, 2897, 3066, "
22626;415;"45, 96, 27, 79, ";"2235, 2897, 3084, "
22627;412;"45, 96, 27, 79, 80, ";"2235, 2897, "
22628;412;"45, 96, 27, 80, ";"2235, 2897, "
22629;356;"45, 96, 27, 125, ";"2235, 2897, "
22630;469;"45, 96, 28, 29, 127, ";"2235, 2897, "
22631;482;"45, 96, 28, 29, 127, 128, ";"2235, 2897, 6445, "
22632;415;"45, 96, 60, 79, ";"2235, 2897, 3084, "
22633;412;"45, 96, 60, 79, 80, ";"2235, 2897, "
22634;412;"45, 96, 60, 80, ";"2235, 2897, "
22635;430;"45, 96, 60, 109, ";"2235, 2897, 3099, "
22636;356;"45, 96, 60, 125, ";"2235, 2897, "
22637;412;"45, 96, 60, 61, 80, ";"2235, 2897, "
22638;430;"45, 96, 78, 109, ";"2235, 2897, 3099, "
22639;356;"45, 96, 78, 125, ";"2235, 2897, "
22640;444;"45, 96, 78, 125, 126, ";"2235, 2897, 3215, "
22641;412;"45, 96, 108, 80, ";"2235, 2897, "
22642;356;"45, 96, 108, 125, ";"2235, 2897, "
22643;444;"45, 96, 108, 125, 126, ";"2235, 2897, 3215, "
22644;412;"45, 96, 124, 80, ";"2235, 2897, "
22645;437;"45, 96, 27, 109, ";"2235, 2897, 3132, "
22646;451;"45, 96, 60, 125, 126, ";"2235, 2897, 3136, "
22647;497;"45, 96, 124, 62, ";"2235, 2897, 6586, "
22648;258;"46, 96, 27, ";"2371, 2367, 3148, 2775, "
22649;258;"46, 96, 27, 28, ";"2371, 2367, 3148, "
22650;258;"46, 96, 28, ";"2371, 2367, 6374, "
22651;286;"46, 96, 28, 29, ";"2371, 2367, 6374, 3130, "
22652;258;"46, 96, 60, ";"2371, 2367, 3153, 2789, "
22653;338;"46, 96, 60, 61, ";"2371, 2367, 3153, 3066, "
22654;258;"46, 96, 78, ";"2371, 2367, 3159, 2801, "
22655;338;"46, 96, 78, 79, ";"2371, 2367, 3159, 3084, "
22656;335;"46, 96, 78, 79, 80, ";"2371, 2367, 3159, "
22657;258;"46, 96, 108, ";"2371, 2367, 6415, 3075, "
22658;338;"46, 96, 108, 109, ";"2371, 2367, 6415, 3099, "
22659;261;"46, 96, 124, ";"2371, 2367, 6434, 3079, "
22660;258;"46, 96, 124, 125, ";"2371, 2367, 6434, "
22661;353;"46, 96, 27, 61, ";"2371, 2367, 3148, 3066, "
22662;368;"46, 96, 27, 79, ";"2371, 2367, 3148, 3084, "
22663;365;"46, 96, 27, 79, 80, ";"2371, 2367, 3148, "
22664;365;"46, 96, 27, 80, ";"2371, 2367, 3148, "
22665;309;"46, 96, 27, 125, ";"2371, 2367, 3148, "
22666;371;"46, 96, 28, 29, 127, ";"2371, 2367, 6374, "
22667;384;"46, 96, 28, 29, 127, 128, ";"2371, 2367, 6374, 6445, "
22668;353;"46, 96, 60, 79, ";"2371, 2367, 3153, 3084, "
22669;350;"46, 96, 60, 79, 80, ";"2371, 2367, 3153, "
22670;350;"46, 96, 60, 80, ";"2371, 2367, 3153, "
22671;368;"46, 96, 60, 109, ";"2371, 2367, 3153, 3099, "
22672;294;"46, 96, 60, 125, ";"2371, 2367, 3153, "
22673;350;"46, 96, 60, 61, 80, ";"2371, 2367, 3153, "
22674;353;"46, 96, 78, 109, ";"2371, 2367, 3159, 3099, "
22675;279;"46, 96, 78, 125, ";"2371, 2367, 3159, "
22676;367;"46, 96, 78, 125, 126, ";"2371, 2367, 3159, 3215, "
22677;320;"46, 96, 108, 80, ";"2371, 2367, 6415, "
22678;264;"46, 96, 108, 125, ";"2371, 2367, 6415, "
22679;352;"46, 96, 108, 125, 126, ";"2371, 2367, 6415, 3215, "
22680;314;"46, 96, 124, 80, ";"2371, 2367, 6434, "
22681;258;"46, 96, 27, ";"2371, 2367, 2897, 2775, "
22682;258;"46, 96, 27, 28, ";"2371, 2367, 2897, "
22683;258;"46, 96, 28, ";"2371, 2367, 2897, "
22684;286;"46, 96, 28, 29, ";"2371, 2367, 2897, 3130, "
22685;258;"46, 96, 60, ";"2371, 2367, 2897, 2789, "
22686;326;"46, 96, 60, 61, ";"2371, 2367, 2897, 3066, "
22687;258;"46, 96, 78, ";"2371, 2367, 2897, 2801, "
22688;326;"46, 96, 78, 79, ";"2371, 2367, 2897, 3084, "
22689;323;"46, 96, 78, 79, 80, ";"2371, 2367, 2897, "
22690;258;"46, 96, 108, ";"2371, 2367, 2897, 3075, "
22691;332;"46, 96, 108, 109, ";"2371, 2367, 2897, 3099, "
22692;261;"46, 96, 124, ";"2371, 2367, 2897, 3079, "
22693;258;"46, 96, 124, 125, ";"2371, 2367, 2897, "
22694;341;"46, 96, 27, 61, ";"2371, 2367, 2897, 3066, "
22695;356;"46, 96, 27, 79, ";"2371, 2367, 2897, 3084, "
22696;353;"46, 96, 27, 79, 80, ";"2371, 2367, 2897, "
22697;353;"46, 96, 27, 80, ";"2371, 2367, 2897, "
22698;297;"46, 96, 27, 125, ";"2371, 2367, 2897, "
22699;371;"46, 96, 28, 29, 127, ";"2371, 2367, 2897, "
22700;384;"46, 96, 28, 29, 127, 128, ";"2371, 2367, 2897, 6445, "
22701;341;"46, 96, 60, 79, ";"2371, 2367, 2897, 3084, "
22702;338;"46, 96, 60, 79, 80, ";"2371, 2367, 2897, "
22703;338;"46, 96, 60, 80, ";"2371, 2367, 2897, "
22704;356;"46, 96, 60, 109, ";"2371, 2367, 2897, 3099, "
22705;282;"46, 96, 60, 125, ";"2371, 2367, 2897, "
22706;338;"46, 96, 60, 61, 80, ";"2371, 2367, 2897, "
22707;341;"46, 96, 78, 109, ";"2371, 2367, 2897, 3099, "
22708;267;"46, 96, 78, 125, ";"2371, 2367, 2897, "
22709;355;"46, 96, 78, 125, 126, ";"2371, 2367, 2897, 3215, "
22710;314;"46, 96, 108, 80, ";"2371, 2367, 2897, "
22711;258;"46, 96, 108, 125, ";"2371, 2367, 2897, "
22712;346;"46, 96, 108, 125, 126, ";"2371, 2367, 2897, 3215, "
22713;314;"46, 96, 124, 80, ";"2371, 2367, 2897, "
22714;378;"46, 96, 27, 109, ";"2371, 2367, 2897, 3132, "
22715;377;"46, 96, 60, 125, 126, ";"2371, 2367, 2897, 3136, "
22716;399;"46, 96, 124, 62, ";"2371, 2367, 2897, 6586, "
22717;291;"46, 107, 28, ";"2371, 2367, 2540, 6374, "
22718;291;"46, 107, 28, 29, ";"2371, 2367, 2540, 6374, 3130, "
22719;291;"46, 107, 29, ";"2371, 2367, 2540, 3130, "
22720;311;"46, 107, 29, 30, ";"2371, 2367, 2540, "
22721;407;"46, 107, 29, 30, 31, 32, ";"2371, 2367, 2540, 6386, "
22722;311;"46, 107, 30, ";"2371, 2367, 2540, 6389, "
22723;324;"46, 107, 30, 31, ";"2371, 2367, 2540, 6389, 6393, "
22724;407;"46, 107, 30, 31, 32, ";"2371, 2367, 2540, 6389, 6386, "
22725;302;"46, 107, 61, ";"2371, 2367, 2540, 6400, 3066, "
22726;392;"46, 107, 61, 62, ";"2371, 2367, 2540, 6400, 6405, "
22727;317;"46, 107, 79, ";"2371, 2367, 2540, 6408, 3084, "
22728;314;"46, 107, 79, 80, ";"2371, 2367, 2540, 6408, "
22729;332;"46, 107, 109, ";"2371, 2367, 2540, 6423, 3099, "
22730;422;"46, 107, 109, 110, ";"2371, 2367, 2540, 6423, 6428, "
22731;422;"46, 107, 109, 110, 111, ";"2371, 2367, 2540, 6423, "
22732;291;"46, 107, 125, ";"2371, 2367, 2540, 6863, "
22733;346;"46, 107, 125, 126, ";"2371, 2367, 2540, 6863, 3215, "
22734;346;"46, 107, 126, ";"2371, 2367, 2540, 3215, "
22735;371;"46, 107, 126, 127, ";"2371, 2367, 2540, "
22736;467;"46, 107, 126, 127, 128, 129, ";"2371, 2367, 2540, 6875, "
22737;467;"46, 107, 126, 127, 128, 129, 130, ";"2371, 2367, 2540, "
22738;371;"46, 107, 127, ";"2371, 2367, 2540, 6880, "
22739;384;"46, 107, 127, 128, ";"2371, 2367, 2540, 6880, 6445, "
22740;467;"46, 107, 127, 128, 129, ";"2371, 2367, 2540, 6880, 6875, "
22741;467;"46, 107, 127, 128, 129, 130, ";"2371, 2367, 2540, 6880, "
22742;371;"46, 107, 28, 29, 127, ";"2371, 2367, 2540, 6374, "
22743;384;"46, 107, 28, 29, 127, 128, ";"2371, 2367, 2540, 6374, 6445, "
22744;371;"46, 107, 29, 127, ";"2371, 2367, 2540, "
22745;384;"46, 107, 29, 127, 128, ";"2371, 2367, 2540, 6445, "
22746;422;"46, 107, 29, 30, 31, 110, ";"2371, 2367, 2540, 6428, "
22747;422;"46, 107, 29, 30, 31, 110, 111, ";"2371, 2367, 2540, "
22748;422;"46, 107, 29, 30, 31, 111, ";"2371, 2367, 2540, "
22749;422;"46, 107, 29, 30, 31, 32, 111, ";"2371, 2367, 2540, "
22750;422;"46, 107, 30, 31, 110, ";"2371, 2367, 2540, 6389, 6428, "
22751;422;"46, 107, 30, 31, 110, 111, ";"2371, 2367, 2540, 6389, "
22752;422;"46, 107, 30, 31, 111, ";"2371, 2367, 2540, 6389, "
22753;422;"46, 107, 30, 31, 32, 111, ";"2371, 2367, 2540, 6389, "
22754;407;"46, 107, 61, 32, ";"2371, 2367, 2540, 6400, 6386, "
22755;314;"46, 107, 61, 80, ";"2371, 2367, 2540, 6400, "
22756;404;"46, 107, 61, 80, 81, ";"2371, 2367, 2540, 6400, 6483, "
22757;431;"46, 107, 61, 80, 81, 82, ";"2371, 2367, 2540, 6400, "
22758;422;"46, 107, 61, 110, ";"2371, 2367, 2540, 6400, 6428, "
22759;422;"46, 107, 61, 110, 111, ";"2371, 2367, 2540, 6400, "
22760;422;"46, 107, 61, 111, ";"2371, 2367, 2540, 6400, "
22761;422;"46, 107, 61, 62, 111, ";"2371, 2367, 2540, 6400, "
22762;407;"46, 107, 79, 32, ";"2371, 2367, 2540, 6408, 6386, "
22763;422;"46, 107, 79, 110, ";"2371, 2367, 2540, 6408, 6428, "
22764;422;"46, 107, 79, 110, 111, ";"2371, 2367, 2540, 6408, "
22765;422;"46, 107, 79, 111, ";"2371, 2367, 2540, 6408, "
22766;324;"46, 107, 125, 31, ";"2371, 2367, 2540, 6863, 6393, "
22767;407;"46, 107, 125, 31, 32, ";"2371, 2367, 2540, 6863, 6386, "
22768;431;"46, 107, 125, 126, 82, ";"2371, 2367, 2540, 6863, "
22769;431;"46, 107, 126, 82, ";"2371, 2367, 2540, "
22770;477;"46, 107, 126, 127, 128, 33, ";"2371, 2367, 2540, "
22771;482;"46, 107, 126, 127, 128, 63, ";"2371, 2367, 2540, 6824, "
22772;482;"46, 107, 126, 127, 128, 63, 64, ";"2371, 2367, 2540, "
22773;482;"46, 107, 126, 127, 128, 64, ";"2371, 2367, 2540, "
22774;422;"46, 107, 126, 127, 128, 111, ";"2371, 2367, 2540, "
22775;482;"46, 107, 126, 127, 128, 129, 64, ";"2371, 2367, 2540, "
22776;477;"46, 107, 127, 128, 33, ";"2371, 2367, 2540, 6880, "
22777;482;"46, 107, 127, 128, 63, ";"2371, 2367, 2540, 6880, 6824, "
22778;482;"46, 107, 127, 128, 63, 64, ";"2371, 2367, 2540, 6880, "
22779;482;"46, 107, 127, 128, 64, ";"2371, 2367, 2540, 6880, "
22780;422;"46, 107, 127, 128, 111, ";"2371, 2367, 2540, 6880, "
22781;482;"46, 107, 127, 128, 129, 64, ";"2371, 2367, 2540, 6880, "
22782;331;"46, 107, 29, 30, 31, ";"2371, 2367, 2540, 6529, "
22783;391;"46, 107, 126, 127, 128, ";"2371, 2367, 2540, 6994, "
22784;431;"46, 107, 30, 81, 82, ";"2371, 2367, 2540, 6532, "
22785;431;"46, 107, 125, 81, 82, ";"2371, 2367, 2540, 7005, "
22786;282;"46, 107, 28, ";"2371, 2367, "
22787;286;"46, 107, 28, 29, ";"2371, 2367, 3130, "
22788;302;"46, 107, 61, ";"2371, 2367, 3066, "
22789;392;"46, 107, 61, 62, ";"2371, 2367, 6405, "
22790;317;"46, 107, 79, ";"2371, 2367, 3084, "
22791;314;"46, 107, 79, 80, ";"2371, 2367, "
22792;332;"46, 107, 109, ";"2371, 2367, 3099, "
22793;422;"46, 107, 109, 110, ";"2371, 2367, 6428, "
22794;422;"46, 107, 109, 110, 111, ";"2371, 2367, "
22795;282;"46, 107, 125, ";"2371, 2367, "
22796;346;"46, 107, 125, 126, ";"2371, 2367, 3215, "
22797;371;"46, 107, 28, 29, 127, ";"2371, 2367, "
22798;384;"46, 107, 28, 29, 127, 128, ";"2371, 2367, 6445, "
22799;407;"46, 107, 61, 32, ";"2371, 2367, 6386, "
22800;314;"46, 107, 61, 80, ";"2371, 2367, "
22801;404;"46, 107, 61, 80, 81, ";"2371, 2367, 6483, "
22802;431;"46, 107, 61, 80, 81, 82, ";"2371, 2367, "
22803;422;"46, 107, 61, 110, ";"2371, 2367, 6428, "
22804;422;"46, 107, 61, 110, 111, ";"2371, 2367, "
22805;422;"46, 107, 61, 111, ";"2371, 2367, "
22806;422;"46, 107, 61, 62, 111, ";"2371, 2367, "
22807;407;"46, 107, 79, 32, ";"2371, 2367, 6386, "
22808;422;"46, 107, 79, 110, ";"2371, 2367, 6428, "
22809;422;"46, 107, 79, 110, 111, ";"2371, 2367, "
22810;422;"46, 107, 79, 111, ";"2371, 2367, "
22811;467;"46, 107, 109, 110, 130, ";"2371, 2367, "
22812;467;"46, 107, 109, 110, 111, 130, ";"2371, 2367, 6998, "
22813;324;"46, 107, 125, 31, ";"2371, 2367, 6393, "
22814;407;"46, 107, 125, 31, 32, ";"2371, 2367, 6386, "
22815;477;"46, 107, 125, 31, 32, 33, ";"2371, 2367, "
22816;431;"46, 107, 125, 81, 82, ";"2371, 2367, "
22817;431;"46, 107, 125, 126, 82, ";"2371, 2367, "
22818;411;"46, 107, 125, 81, ";"2371, 2367, 7053, "
22819;407;"46, 107, 108, 32, ";"2371, 2367, 6386, "
22820;477;"46, 107, 108, 32, 33, ";"2371, 2367, "
22821;392;"46, 107, 108, 62, ";"2371, 2367, 6405, "
22822;482;"46, 107, 108, 62, 63, ";"2371, 2367, 6824, "
22823;482;"46, 107, 108, 62, 63, 64, ";"2371, 2367, "
22824;371;"46, 107, 108, 80, ";"2371, 2367, "
22825;404;"46, 107, 108, 80, 81, ";"2371, 2367, 6483, "
22826;431;"46, 107, 108, 80, 81, 82, ";"2371, 2367, "
22827;422;"46, 107, 108, 110, ";"2371, 2367, 6428, "
22828;422;"46, 107, 108, 110, 111, ";"2371, 2367, "
22829;482;"46, 107, 108, 32, 64, ";"2371, 2367, "
22830;422;"46, 107, 108, 32, 111, ";"2371, 2367, "
22831;467;"46, 107, 108, 32, 130, ";"2371, 2367, "
22832;477;"46, 107, 108, 62, 33, ";"2371, 2367, "
22833;422;"46, 107, 108, 62, 111, ";"2371, 2367, "
22834;467;"46, 107, 108, 62, 130, ";"2371, 2367, "
22835;384;"46, 107, 108, 80, 128, ";"2371, 2367, 6445, "
22836;467;"46, 107, 108, 80, 128, 129, ";"2371, 2367, 6875, "
22837;467;"46, 107, 108, 80, 128, 129, 130, ";"2371, 2367, "
22838;482;"46, 107, 108, 110, 64, ";"2371, 2367, "
22839;467;"46, 107, 108, 110, 130, ";"2371, 2367, "
22840;482;"46, 107, 108, 110, 111, 64, ";"2371, 2367, 6998, "
22841;467;"46, 107, 108, 110, 111, 130, ";"2371, 2367, 6998, "
22842;531;"46, 107, 108, 80, 81, 82, 83, ";"2371, 2367, 6988, "
22843;306;"46, 123, 29, ";"2371, 2367, 2813, 3130, "
22844;311;"46, 123, 29, 30, ";"2371, 2367, 2813, "
22845;407;"46, 123, 29, 30, 31, 32, ";"2371, 2367, 2813, 6386, "
22846;311;"46, 123, 30, ";"2371, 2367, 2813, 6389, "
22847;324;"46, 123, 30, 31, ";"2371, 2367, 2813, 6389, 6393, "
22848;407;"46, 123, 30, 31, 32, ";"2371, 2367, 2813, 6389, 6386, "
22849;306;"46, 123, 61, ";"2371, 2367, 2813, 6400, 3066, "
22850;392;"46, 123, 61, 62, ";"2371, 2367, 2813, 6400, 6405, "
22851;392;"46, 123, 62, ";"2371, 2367, 2813, 6819, 6405, "
22852;482;"46, 123, 62, 63, ";"2371, 2367, 2813, 6819, 6824, "
22853;482;"46, 123, 62, 63, 64, ";"2371, 2367, 2813, 6819, "
22854;317;"46, 123, 79, ";"2371, 2367, 2813, 6408, 3084, "
22855;314;"46, 123, 79, 80, ";"2371, 2367, 2813, 6408, "
22856;332;"46, 123, 109, ";"2371, 2367, 2813, 6423, 3099, "
22857;422;"46, 123, 109, 110, ";"2371, 2367, 2813, 6423, 6428, "
22858;422;"46, 123, 109, 110, 111, ";"2371, 2367, 2813, 6423, "
22859;306;"46, 123, 125, ";"2371, 2367, 2813, 6863, "
22860;346;"46, 123, 125, 126, ";"2371, 2367, 2813, 6863, 3215, "
22861;346;"46, 123, 126, ";"2371, 2367, 2813, 3215, "
22862;371;"46, 123, 126, 127, ";"2371, 2367, 2813, "
22863;467;"46, 123, 126, 127, 128, 129, ";"2371, 2367, 2813, 6875, "
22864;467;"46, 123, 126, 127, 128, 129, 130, ";"2371, 2367, 2813, "
22865;371;"46, 123, 127, ";"2371, 2367, 2813, 6880, "
22866;384;"46, 123, 127, 128, ";"2371, 2367, 2813, 6880, 6445, "
22867;467;"46, 123, 127, 128, 129, ";"2371, 2367, 2813, 6880, 6875, "
22868;467;"46, 123, 127, 128, 129, 130, ";"2371, 2367, 2813, 6880, "
22869;371;"46, 123, 29, 127, ";"2371, 2367, 2813, "
22870;384;"46, 123, 29, 127, 128, ";"2371, 2367, 2813, 6445, "
22871;422;"46, 123, 29, 30, 31, 110, ";"2371, 2367, 2813, 6428, "
22872;422;"46, 123, 29, 30, 31, 110, 111, ";"2371, 2367, 2813, "
22873;422;"46, 123, 29, 30, 31, 111, ";"2371, 2367, 2813, "
22874;422;"46, 123, 29, 30, 31, 32, 111, ";"2371, 2367, 2813, "
22875;422;"46, 123, 30, 31, 110, ";"2371, 2367, 2813, 6389, 6428, "
22876;422;"46, 123, 30, 31, 110, 111, ";"2371, 2367, 2813, 6389, "
22877;422;"46, 123, 30, 31, 111, ";"2371, 2367, 2813, 6389, "
22878;422;"46, 123, 30, 31, 32, 111, ";"2371, 2367, 2813, 6389, "
22879;407;"46, 123, 61, 32, ";"2371, 2367, 2813, 6400, 6386, "
22880;314;"46, 123, 61, 80, ";"2371, 2367, 2813, 6400, "
22881;404;"46, 123, 61, 80, 81, ";"2371, 2367, 2813, 6400, 6483, "
22882;431;"46, 123, 61, 80, 81, 82, ";"2371, 2367, 2813, 6400, "
22883;422;"46, 123, 61, 110, ";"2371, 2367, 2813, 6400, 6428, "
22884;422;"46, 123, 61, 110, 111, ";"2371, 2367, 2813, 6400, "
22885;422;"46, 123, 61, 111, ";"2371, 2367, 2813, 6400, "
22886;422;"46, 123, 61, 62, 111, ";"2371, 2367, 2813, 6400, "
22887;477;"46, 123, 62, 33, ";"2371, 2367, 2813, 6819, "
22888;422;"46, 123, 62, 111, ";"2371, 2367, 2813, 6819, "
22889;467;"46, 123, 62, 130, ";"2371, 2367, 2813, 6819, "
22890;407;"46, 123, 79, 32, ";"2371, 2367, 2813, 6408, 6386, "
22891;422;"46, 123, 79, 110, ";"2371, 2367, 2813, 6408, 6428, "
22892;422;"46, 123, 79, 110, 111, ";"2371, 2367, 2813, 6408, "
22893;422;"46, 123, 79, 111, ";"2371, 2367, 2813, 6408, "
22894;324;"46, 123, 125, 31, ";"2371, 2367, 2813, 6863, 6393, "
22895;407;"46, 123, 125, 31, 32, ";"2371, 2367, 2813, 6863, 6386, "
22896;431;"46, 123, 125, 126, 82, ";"2371, 2367, 2813, 6863, "
22897;431;"46, 123, 126, 82, ";"2371, 2367, 2813, "
22898;477;"46, 123, 126, 127, 128, 33, ";"2371, 2367, 2813, "
